filepath,label
BEANS/BEANS0090.png,BEANS
JAM/JAM0140.png,JAM
WATER/WATER0073.png,WATER
COFFEE/COFFEE0197.png,COFFEE
CANDY/CANDY0058.png,CANDY
VINEGAR/VINEGAR0115.png,VINEGAR
SPICES/SPICES0072.png,SPICES
TOMATO_SAUCE/TOMATO_SAUCE0027.png,TOMATO_SAUCE
RICE/RICE0046.png,RICE
FLOUR/FLOUR0033.png,FLOUR
JAM/JAM0075.png,JAM
WATER/WATER0158.png,WATER
BEANS/BEANS0119.png,BEANS
WATER/WATER0170.png,WATER
HONEY/HONEY0002.png,HONEY
COFFEE/COFFEE0052.png,COFFEE
SODA/SODA0137.png,SODA
MILK/MILK0149.png,MILK
MILK/MILK0098.png,MILK
HONEY/HONEY0166.png,HONEY
TOMATO_SAUCE/TOMATO_SAUCE0013.png,TOMATO_SAUCE
MILK/MILK0049.png,MILK
SUGAR/SUGAR0004.png,SUGAR
WATER/WATER0225.png,WATER
JUICE/JUICE0135.png,JUICE
SODA/SODA0073.png,SODA
JAM/JAM0148.png,JAM
WATER/WATER0210.png,WATER
TEA/TEA0230.png,TEA
SODA/SODA0009.png,SODA
MILK/MILK0089.png,MILK
HONEY/HONEY0100.png,HONEY
CHIPS/CHIPS0127.png,CHIPS
MILK/MILK0116.png,MILK
COFFEE/COFFEE0229.png,COFFEE
CHIPS/CHIPS0118.png,CHIPS
CHOCOLATE/CHOCOLATE0053.png,CHOCOLATE
CHOCOLATE/CHOCOLATE0099.png,CHOCOLATE
TOMATO_SAUCE/TOMATO_SAUCE0015.png,TOMATO_SAUCE
COFFEE/COFFEE0162.png,COFFEE
FISH/FISH0071.png,FISH
CEREAL/CEREAL0019.png,CEREAL
FISH/FISH0028.png,FISH
JAM/JAM0216.png,JAM
JAM/JAM0076.png,JAM
PASTA/PASTA0045.png,PASTA
CANDY/CANDY0106.png,CANDY
JUICE/JUICE0132.png,JUICE
VINEGAR/VINEGAR0008.png,VINEGAR
CANDY/CANDY0210.png,CANDY
JUICE/JUICE0063.png,JUICE
HONEY/HONEY0075.png,HONEY
OIL/OIL0079.png,OIL
CEREAL/CEREAL0026.png,CEREAL
CEREAL/CEREAL0261.png,CEREAL
SODA/SODA0122.png,SODA
CANDY/CANDY0365.png,CANDY
PASTA/PASTA0025.png,PASTA
SODA/SODA0107.png,SODA
COFFEE/COFFEE0169.png,COFFEE
COFFEE/COFFEE0022.png,COFFEE
BEANS/BEANS0021.png,BEANS
SODA/SODA0141.png,SODA
BEANS/BEANS0102.png,BEANS
COFFEE/COFFEE0275.png,COFFEE
CAKE/CAKE0070.png,CAKE
JAM/JAM0037.png,JAM
JUICE/JUICE0184.png,JUICE
JAM/JAM0161.png,JAM
WATER/WATER0132.png,WATER
TEA/TEA0200.png,TEA
JUICE/JUICE0155.png,JUICE
TEA/TEA0133.png,TEA
SUGAR/SUGAR0034.png,SUGAR
SUGAR/SUGAR0067.png,SUGAR
SPICES/SPICES0044.png,SPICES
WATER/WATER0089.png,WATER
CORN/CORN0004.png,CORN
CANDY/CANDY0200.png,CANDY
JAM/JAM0168.png,JAM
COFFEE/COFFEE0046.png,COFFEE
HONEY/HONEY0168.png,HONEY
JAM/JAM0101.png,JAM
SPICES/SPICES0074.png,SPICES
VINEGAR/VINEGAR0004.png,VINEGAR
CHIPS/CHIPS0087.png,CHIPS
OIL/OIL0138.png,OIL
MILK/MILK0153.png,MILK
FISH/FISH0023.png,FISH
CANDY/CANDY0370.png,CANDY
TOMATO_SAUCE/TOMATO_SAUCE0125.png,TOMATO_SAUCE
NUTS/NUTS0116.png,NUTS
CHIPS/CHIPS0025.png,CHIPS
HONEY/HONEY0078.png,HONEY
TOMATO_SAUCE/TOMATO_SAUCE0034.png,TOMATO_SAUCE
CHIPS/CHIPS0076.png,CHIPS
TOMATO_SAUCE/TOMATO_SAUCE0113.png,TOMATO_SAUCE
RICE/RICE0060.png,RICE
FISH/FISH0050.png,FISH
FISH/FISH0107.png,FISH
FLOUR/FLOUR0038.png,FLOUR
COFFEE/COFFEE0025.png,COFFEE
BEANS/BEANS0087.png,BEANS
CORN/CORN0029.png,CORN
FISH/FISH0001.png,FISH
TEA/TEA0165.png,TEA
CEREAL/CEREAL0250.png,CEREAL
CEREAL/CEREAL0249.png,CEREAL
PASTA/PASTA0019.png,PASTA
TOMATO_SAUCE/TOMATO_SAUCE0143.png,TOMATO_SAUCE
CAKE/CAKE0025.png,CAKE
FLOUR/FLOUR0100.png,FLOUR
MILK/MILK0101.png,MILK
CEREAL/CEREAL0197.png,CEREAL
FLOUR/FLOUR0029.png,FLOUR
CANDY/CANDY0264.png,CANDY
JAM/JAM0174.png,JAM
HONEY/HONEY0028.png,HONEY
TEA/TEA0197.png,TEA
CHOCOLATE/CHOCOLATE0010.png,CHOCOLATE
JAM/JAM0169.png,JAM
HONEY/HONEY0128.png,HONEY
BEANS/BEANS0034.png,BEANS
CANDY/CANDY0044.png,CANDY
HONEY/HONEY0037.png,HONEY
JUICE/JUICE0007.png,JUICE
CANDY/CANDY0332.png,CANDY
VINEGAR/VINEGAR0037.png,VINEGAR
SUGAR/SUGAR0093.png,SUGAR
JAM/JAM0058.png,JAM
SUGAR/SUGAR0097.png,SUGAR
NUTS/NUTS0143.png,NUTS
CEREAL/CEREAL0158.png,CEREAL
SUGAR/SUGAR0063.png,SUGAR
COFFEE/COFFEE0004.png,COFFEE
CORN/CORN0048.png,CORN
OIL/OIL0070.png,OIL
CANDY/CANDY0152.png,CANDY
SUGAR/SUGAR0034.png,SUGAR
JUICE/JUICE0273.png,JUICE
FISH/FISH0107.png,FISH
CORN/CORN0028.png,CORN
CANDY/CANDY0071.png,CANDY
CEREAL/CEREAL0109.png,CEREAL
SPICES/SPICES0060.png,SPICES
MILK/MILK0100.png,MILK
SUGAR/SUGAR0099.png,SUGAR
CANDY/CANDY0242.png,CANDY
SUGAR/SUGAR0043.png,SUGAR
OIL/OIL0067.png,OIL
MILK/MILK0037.png,MILK
SPICES/SPICES0115.png,SPICES
BEANS/BEANS0014.png,BEANS
OIL/OIL0069.png,OIL
WATER/WATER0211.png,WATER
CEREAL/CEREAL0209.png,CEREAL
JAM/JAM0004.png,JAM
JUICE/JUICE0120.png,JUICE
COFFEE/COFFEE0230.png,COFFEE
RICE/RICE0130.png,RICE
SODA/SODA0115.png,SODA
VINEGAR/VINEGAR0083.png,VINEGAR
PASTA/PASTA0144.png,PASTA
MILK/MILK0045.png,MILK
COFFEE/COFFEE0219.png,COFFEE
SPICES/SPICES0129.png,SPICES
WATER/WATER0172.png,WATER
FLOUR/FLOUR0017.png,FLOUR
RICE/RICE0120.png,RICE
COFFEE/COFFEE0252.png,COFFEE
FLOUR/FLOUR0065.png,FLOUR
SODA/SODA0017.png,SODA
FISH/FISH0084.png,FISH
OIL/OIL0004.png,OIL
FISH/FISH0069.png,FISH
CHIPS/CHIPS0060.png,CHIPS
CHOCOLATE/CHOCOLATE0286.png,CHOCOLATE
CHIPS/CHIPS0047.png,CHIPS
CORN/CORN0055.png,CORN
VINEGAR/VINEGAR0046.png,VINEGAR
CEREAL/CEREAL0140.png,CEREAL
SODA/SODA0045.png,SODA
NUTS/NUTS0102.png,NUTS
RICE/RICE0127.png,RICE
CHOCOLATE/CHOCOLATE0235.png,CHOCOLATE
CHOCOLATE/CHOCOLATE0100.png,CHOCOLATE
CEREAL/CEREAL0256.png,CEREAL
PASTA/PASTA0030.png,PASTA
SODA/SODA0083.png,SODA
HONEY/HONEY0001.png,HONEY
SUGAR/SUGAR0045.png,SUGAR
VINEGAR/VINEGAR0111.png,VINEGAR
CEREAL/CEREAL0045.png,CEREAL
TOMATO_SAUCE/TOMATO_SAUCE0089.png,TOMATO_SAUCE
HONEY/HONEY0053.png,HONEY
JUICE/JUICE0216.png,JUICE
FISH/FISH0015.png,FISH
CHIPS/CHIPS0027.png,CHIPS
FISH/FISH0002.png,FISH
CHIPS/CHIPS0070.png,CHIPS
FISH/FISH0090.png,FISH
WATER/WATER0092.png,WATER
NUTS/NUTS0153.png,NUTS
TOMATO_SAUCE/TOMATO_SAUCE0118.png,TOMATO_SAUCE
WATER/WATER0106.png,WATER
SPICES/SPICES0040.png,SPICES
CHOCOLATE/CHOCOLATE0301.png,CHOCOLATE
CHIPS/CHIPS0046.png,CHIPS
CANDY/CANDY0149.png,CANDY
TOMATO_SAUCE/TOMATO_SAUCE0090.png,TOMATO_SAUCE
FLOUR/FLOUR0024.png,FLOUR
NUTS/NUTS0060.png,NUTS
TOMATO_SAUCE/TOMATO_SAUCE0023.png,TOMATO_SAUCE
SODA/SODA0118.png,SODA
CANDY/CANDY0355.png,CANDY
CHIPS/CHIPS0071.png,CHIPS
VINEGAR/VINEGAR0073.png,VINEGAR
CORN/CORN0071.png,CORN
OIL/OIL0006.png,OIL
CEREAL/CEREAL0130.png,CEREAL
CANDY/CANDY0247.png,CANDY
CEREAL/CEREAL0096.png,CEREAL
CAKE/CAKE0032.png,CAKE
COFFEE/COFFEE0266.png,COFFEE
MILK/MILK0080.png,MILK
VINEGAR/VINEGAR0085.png,VINEGAR
FISH/FISH0014.png,FISH
CHIPS/CHIPS0099.png,CHIPS
TOMATO_SAUCE/TOMATO_SAUCE0036.png,TOMATO_SAUCE
SPICES/SPICES0050.png,SPICES
TEA/TEA0172.png,TEA
BEANS/BEANS0113.png,BEANS
FLOUR/FLOUR0038.png,FLOUR
WATER/WATER0055.png,WATER
TOMATO_SAUCE/TOMATO_SAUCE0068.png,TOMATO_SAUCE
HONEY/HONEY0011.png,HONEY
CHOCOLATE/CHOCOLATE0029.png,CHOCOLATE
HONEY/HONEY0179.png,HONEY
SUGAR/SUGAR0117.png,SUGAR
CORN/CORN0039.png,CORN
CANDY/CANDY0269.png,CANDY
WATER/WATER0037.png,WATER
OIL/OIL0060.png,OIL
OIL/OIL0119.png,OIL
CANDY/CANDY0255.png,CANDY
SUGAR/SUGAR0032.png,SUGAR
CEREAL/CEREAL0000.png,CEREAL
CANDY/CANDY0232.png,CANDY
JUICE/JUICE0153.png,JUICE
JAM/JAM0009.png,JAM
FLOUR/FLOUR0072.png,FLOUR
OIL/OIL0043.png,OIL
HONEY/HONEY0122.png,HONEY
CANDY/CANDY0099.png,CANDY
MILK/MILK0079.png,MILK
SODA/SODA0102.png,SODA
FLOUR/FLOUR0042.png,FLOUR
SODA/SODA0041.png,SODA
WATER/WATER0064.png,WATER
WATER/WATER0145.png,WATER
MILK/MILK0039.png,MILK
RICE/RICE0001.png,RICE
CORN/CORN0070.png,CORN
JUICE/JUICE0196.png,JUICE
JUICE/JUICE0100.png,JUICE
BEANS/BEANS0081.png,BEANS
JUICE/JUICE0150.png,JUICE
HONEY/HONEY0118.png,HONEY
MILK/MILK0030.png,MILK
COFFEE/COFFEE0019.png,COFFEE
HONEY/HONEY0126.png,HONEY
HONEY/HONEY0084.png,HONEY
CAKE/CAKE0036.png,CAKE
JUICE/JUICE0263.png,JUICE
CAKE/CAKE0003.png,CAKE
OIL/OIL0087.png,OIL
OIL/OIL0089.png,OIL
CANDY/CANDY0330.png,CANDY
TOMATO_SAUCE/TOMATO_SAUCE0055.png,TOMATO_SAUCE
CANDY/CANDY0188.png,CANDY
JAM/JAM0145.png,JAM
HONEY/HONEY0052.png,HONEY
PASTA/PASTA0090.png,PASTA
TEA/TEA0107.png,TEA
SUGAR/SUGAR0092.png,SUGAR
CAKE/CAKE0019.png,CAKE
TEA/TEA0049.png,TEA
WATER/WATER0188.png,WATER
RICE/RICE0085.png,RICE
COFFEE/COFFEE0124.png,COFFEE
TEA/TEA0029.png,TEA
JUICE/JUICE0140.png,JUICE
CANDY/CANDY0246.png,CANDY
NUTS/NUTS0165.png,NUTS
HONEY/HONEY0005.png,HONEY
PASTA/PASTA0036.png,PASTA
CANDY/CANDY0052.png,CANDY
WATER/WATER0015.png,WATER
JUICE/JUICE0022.png,JUICE
VINEGAR/VINEGAR0061.png,VINEGAR
NUTS/NUTS0052.png,NUTS
WATER/WATER0175.png,WATER
CEREAL/CEREAL0186.png,CEREAL
CEREAL/CEREAL0068.png,CEREAL
SUGAR/SUGAR0014.png,SUGAR
FLOUR/FLOUR0104.png,FLOUR
FLOUR/FLOUR0099.png,FLOUR
SODA/SODA0117.png,SODA
TOMATO_SAUCE/TOMATO_SAUCE0046.png,TOMATO_SAUCE
JUICE/JUICE0136.png,JUICE
SODA/SODA0124.png,SODA
BEANS/BEANS0132.png,BEANS
COFFEE/COFFEE0181.png,COFFEE
JUICE/JUICE0182.png,JUICE
HONEY/HONEY0119.png,HONEY
OIL/OIL0099.png,OIL
CAKE/CAKE0122.png,CAKE
CANDY/CANDY0197.png,CANDY
COFFEE/COFFEE0267.png,COFFEE
CANDY/CANDY0165.png,CANDY
CEREAL/CEREAL0062.png,CEREAL
CANDY/CANDY0306.png,CANDY
NUTS/NUTS0113.png,NUTS
CANDY/CANDY0150.png,CANDY
FISH/FISH0065.png,FISH
CHIPS/CHIPS0135.png,CHIPS
OIL/OIL0008.png,OIL
PASTA/PASTA0157.png,PASTA
CHIPS/CHIPS0053.png,CHIPS
RICE/RICE0146.png,RICE
MILK/MILK0087.png,MILK
BEANS/BEANS0090.png,BEANS
COFFEE/COFFEE0133.png,COFFEE
RICE/RICE0021.png,RICE
JAM/JAM0179.png,JAM
BEANS/BEANS0058.png,BEANS
SPICES/SPICES0096.png,SPICES
HONEY/HONEY0081.png,HONEY
SODA/SODA0106.png,SODA
VINEGAR/VINEGAR0142.png,VINEGAR
CEREAL/CEREAL0080.png,CEREAL
FISH/FISH0093.png,FISH
NUTS/NUTS0130.png,NUTS
CHOCOLATE/CHOCOLATE0239.png,CHOCOLATE
VINEGAR/VINEGAR0078.png,VINEGAR
RICE/RICE0146.png,RICE
VINEGAR/VINEGAR0010.png,VINEGAR
CANDY/CANDY0352.png,CANDY
SODA/SODA0116.png,SODA
NUTS/NUTS0124.png,NUTS
WATER/WATER0241.png,WATER
COFFEE/COFFEE0101.png,COFFEE
COFFEE/COFFEE0228.png,COFFEE
WATER/WATER0097.png,WATER
BEANS/BEANS0113.png,BEANS
NUTS/NUTS0071.png,NUTS
TOMATO_SAUCE/TOMATO_SAUCE0026.png,TOMATO_SAUCE
CHOCOLATE/CHOCOLATE0075.png,CHOCOLATE
WATER/WATER0191.png,WATER
TEA/TEA0111.png,TEA
PASTA/PASTA0023.png,PASTA
CANDY/CANDY0252.png,CANDY
RICE/RICE0011.png,RICE
WATER/WATER0190.png,WATER
VINEGAR/VINEGAR0069.png,VINEGAR
NUTS/NUTS0136.png,NUTS
CHIPS/CHIPS0051.png,CHIPS
OIL/OIL0014.png,OIL
VINEGAR/VINEGAR0078.png,VINEGAR
OIL/OIL0059.png,OIL
PASTA/PASTA0046.png,PASTA
NUTS/NUTS0056.png,NUTS
CEREAL/CEREAL0077.png,CEREAL
RICE/RICE0104.png,RICE
MILK/MILK0063.png,MILK
VINEGAR/VINEGAR0108.png,VINEGAR
JUICE/JUICE0197.png,JUICE
RICE/RICE0055.png,RICE
JUICE/JUICE0091.png,JUICE
SUGAR/SUGAR0058.png,SUGAR
TEA/TEA0075.png,TEA
RICE/RICE0143.png,RICE
RICE/RICE0020.png,RICE
TEA/TEA0190.png,TEA
CANDY/CANDY0118.png,CANDY
VINEGAR/VINEGAR0094.png,VINEGAR
CANDY/CANDY0194.png,CANDY
SODA/SODA0044.png,SODA
CANDY/CANDY0060.png,CANDY
MILK/MILK0152.png,MILK
BEANS/BEANS0018.png,BEANS
TOMATO_SAUCE/TOMATO_SAUCE0136.png,TOMATO_SAUCE
JAM/JAM0042.png,JAM
CORN/CORN0085.png,CORN
CEREAL/CEREAL0203.png,CEREAL
MILK/MILK0002.png,MILK
COFFEE/COFFEE0249.png,COFFEE
CHOCOLATE/CHOCOLATE0082.png,CHOCOLATE
MILK/MILK0078.png,MILK
MILK/MILK0074.png,MILK
NUTS/NUTS0000.png,NUTS
FISH/FISH0051.png,FISH
CHOCOLATE/CHOCOLATE0304.png,CHOCOLATE
CHIPS/CHIPS0043.png,CHIPS
SUGAR/SUGAR0107.png,SUGAR
CHIPS/CHIPS0007.png,CHIPS
TEA/TEA0167.png,TEA
CAKE/CAKE0071.png,CAKE
RICE/RICE0030.png,RICE
JAM/JAM0222.png,JAM
PASTA/PASTA0074.png,PASTA
TEA/TEA0046.png,TEA
CEREAL/CEREAL0211.png,CEREAL
CORN/CORN0038.png,CORN
MILK/MILK0010.png,MILK
WATER/WATER0156.png,WATER
BEANS/BEANS0032.png,BEANS
PASTA/PASTA0002.png,PASTA
CANDY/CANDY0074.png,CANDY
CEREAL/CEREAL0102.png,CEREAL
CEREAL/CEREAL0134.png,CEREAL
CANDY/CANDY0033.png,CANDY
CHOCOLATE/CHOCOLATE0266.png,CHOCOLATE
COFFEE/COFFEE0068.png,COFFEE
CANDY/CANDY0021.png,CANDY
SPICES/SPICES0006.png,SPICES
CHOCOLATE/CHOCOLATE0244.png,CHOCOLATE
JUICE/JUICE0233.png,JUICE
JAM/JAM0215.png,JAM
JAM/JAM0164.png,JAM
WATER/WATER0203.png,WATER
COFFEE/COFFEE0155.png,COFFEE
RICE/RICE0110.png,RICE
CHOCOLATE/CHOCOLATE0096.png,CHOCOLATE
WATER/WATER0019.png,WATER
TOMATO_SAUCE/TOMATO_SAUCE0001.png,TOMATO_SAUCE
PASTA/PASTA0012.png,PASTA
CEREAL/CEREAL0078.png,CEREAL
CAKE/CAKE0113.png,CAKE
OIL/OIL0073.png,OIL
JUICE/JUICE0013.png,JUICE
CANDY/CANDY0056.png,CANDY
CEREAL/CEREAL0252.png,CEREAL
CAKE/CAKE0148.png,CAKE
JUICE/JUICE0191.png,JUICE
TOMATO_SAUCE/TOMATO_SAUCE0141.png,TOMATO_SAUCE
CANDY/CANDY0281.png,CANDY
JUICE/JUICE0128.png,JUICE
TOMATO_SAUCE/TOMATO_SAUCE0079.png,TOMATO_SAUCE
RICE/RICE0094.png,RICE
SODA/SODA0119.png,SODA
SPICES/SPICES0114.png,SPICES
TEA/TEA0098.png,TEA
JUICE/JUICE0248.png,JUICE
CHOCOLATE/CHOCOLATE0049.png,CHOCOLATE
HONEY/HONEY0129.png,HONEY
COFFEE/COFFEE0188.png,COFFEE
CANDY/CANDY0199.png,CANDY
CORN/CORN0028.png,CORN
JAM/JAM0062.png,JAM
CHOCOLATE/CHOCOLATE0258.png,CHOCOLATE
TOMATO_SAUCE/TOMATO_SAUCE0053.png,TOMATO_SAUCE
FLOUR/FLOUR0033.png,FLOUR
VINEGAR/VINEGAR0017.png,VINEGAR
FISH/FISH0058.png,FISH
COFFEE/COFFEE0139.png,COFFEE
CAKE/CAKE0118.png,CAKE
NUTS/NUTS0100.png,NUTS
SUGAR/SUGAR0092.png,SUGAR
TOMATO_SAUCE/TOMATO_SAUCE0016.png,TOMATO_SAUCE
CHOCOLATE/CHOCOLATE0260.png,CHOCOLATE
JUICE/JUICE0074.png,JUICE
CHOCOLATE/CHOCOLATE0148.png,CHOCOLATE
MILK/MILK0003.png,MILK
PASTA/PASTA0021.png,PASTA
NUTS/NUTS0146.png,NUTS
JUICE/JUICE0265.png,JUICE
TEA/TEA0068.png,TEA
NUTS/NUTS0092.png,NUTS
OIL/OIL0010.png,OIL
CANDY/CANDY0290.png,CANDY
SPICES/SPICES0035.png,SPICES
BEANS/BEANS0121.png,BEANS
CEREAL/CEREAL0047.png,CEREAL
TEA/TEA0186.png,TEA
CHOCOLATE/CHOCOLATE0037.png,CHOCOLATE
SPICES/SPICES0148.png,SPICES
SPICES/SPICES0138.png,SPICES
TOMATO_SAUCE/TOMATO_SAUCE0100.png,TOMATO_SAUCE
TOMATO_SAUCE/TOMATO_SAUCE0072.png,TOMATO_SAUCE
SODA/SODA0132.png,SODA
CAKE/CAKE0031.png,CAKE
VINEGAR/VINEGAR0136.png,VINEGAR
CAKE/CAKE0001.png,CAKE
CANDY/CANDY0027.png,CANDY
FLOUR/FLOUR0107.png,FLOUR
MILK/MILK0136.png,MILK
CHIPS/CHIPS0045.png,CHIPS
RICE/RICE0056.png,RICE
SUGAR/SUGAR0091.png,SUGAR
CANDY/CANDY0192.png,CANDY
COFFEE/COFFEE0069.png,COFFEE
CAKE/CAKE0146.png,CAKE
CORN/CORN0023.png,CORN
CHOCOLATE/CHOCOLATE0092.png,CHOCOLATE
CORN/CORN0028.png,CORN
CANDY/CANDY0098.png,CANDY
TEA/TEA0220.png,TEA
JUICE/JUICE0143.png,JUICE
CANDY/CANDY0251.png,CANDY
FISH/FISH0050.png,FISH
PASTA/PASTA0120.png,PASTA
WATER/WATER0169.png,WATER
VINEGAR/VINEGAR0069.png,VINEGAR
FISH/FISH0031.png,FISH
CAKE/CAKE0140.png,CAKE
OIL/OIL0045.png,OIL
TEA/TEA0001.png,TEA
